iter	Logloss
280	0.1799972555
281	0.1795238965
282	0.178948847
283	0.1784556384
284	0.177819112
285	0.1772937235
286	0.1767875159
287	0.1761830004
288	0.175746648
289	0.1752669855
290	0.1751081481
291	0.1747234604
292	0.1744018469
293	0.1739809466
294	0.1735838053
295	0.1729302175
296	0.1726233775
297	0.1723166361
298	0.1717964661
299	0.1712166677
300	0.1709339379
301	0.1707320155
302	0.1702706319
303	0.169810141
304	0.1695187829
305	0.1692749178
306	0.168676023
307	0.1681873247
308	0.1678035092
309	0.1672072571
310	0.1667215582
311	0.1663659679
312	0.1660761571
313	0.1655585993
314	0.1651320929
315	0.1648054874
316	0.1643778495
317	0.1640973401
318	0.1636072389
319	0.1633140101
320	0.163148513
321	0.1627374973
322	0.1625302785
323	0.161943
324	0.1616611307
325	0.1612238603
326	0.1607236977
327	0.1602917954
328	0.1598647741
329	0.1592841556
330	0.1589473016
331	0.1587648103
332	0.15819636
333	0.1579539315
334	0.1576987058
335	0.1572602689
336	0.1568060911
337	0.1564764109
338	0.1561027685
339	0.1556306921
340	0.1553269464
341	0.1550322313
342	0.1549249871
343	0.1544449856
344	0.1540130335
345	0.1536640275
346	0.1532596215
347	0.1528644008
348	0.1524173834
349	0.1519827854
350	0.1517432388
351	0.1511701357
352	0.1508645541
353	0.1505496874
354	0.1501568368
355	0.1499162152
356	0.1496126423
357	0.1494223055
358	0.1490313175
359	0.1485967337
360	0.1483223842
361	0.1479186931
362	0.1475275232
363	0.1472585935
364	0.1469957763
365	0.1466111596
366	0.1459959544
367	0.145644906
368	0.1454093226
369	0.1449375015
370	0.1446435235
371	0.1443604436
372	0.1439302305
373	0.1434741772
374	0.143223599
375	0.1428587548
376	0.1426110395
377	0.1421937353
378	0.1419191901
379	0.1415438388
380	0.1410833909
381	0.1408294112
382	0.1404648189
383	0.1401965186
384	0.1399132198
385	0.1395694307
386	0.1393892747
387	0.1392730619
388	0.1390913895
389	0.1388232336
390	0.1383129266
391	0.1380463682
392	0.1377719268
393	0.1373866714
394	0.137018591
395	0.1367530551
396	0.1363418657
397	0.1360324618
398	0.1357659029
399	0.1353896726
400	0.1350718699
401	0.1348467424
402	0.1345284304
403	0.134234864
404	0.1340038598
405	0.1337662947
406	0.1335909403
407	0.1333584425
408	0.1331509858
409	0.1328917137
410	0.132663396
411	0.1323889285
412	0.1321197447
413	0.1316703185
414	0.1311928789
415	0.1310938815
416	0.1308116436
417	0.1304821269
418	0.1301404077
419	0.1297830445
420	0.1295943852
421	0.1292830739
422	0.1290927703
423	0.1290147776
424	0.1288021943
425	0.1286645696
426	0.1283883559
427	0.1282349284
428	0.127721602
429	0.127340019
430	0.1272042905
431	0.1270017253
432	0.1266382552
433	0.1264274493
434	0.1262494584
435	0.1260245281
436	0.1255540797
437	0.125454326
438	0.1251698372
439	0.1249968115
440	0.1247579028
441	0.1243614729
442	0.1240961657
443	0.1237810337
444	0.1235874145
445	0.1235347453
446	0.123320712
447	0.1230838211
448	0.1228042865
449	0.1224710304
450	0.1221971503
451	0.1219693139
452	0.1217196298
453	0.1214300445
454	0.1211922483
455	0.1209872357
456	0.1208236647
457	0.1205523356
458	0.1203314143
459	0.1199815818
460	0.1196781686
461	0.1195110699
462	0.1193535799
463	0.1189729637
464	0.1187131702
465	0.1183498465
466	0.1180914304
467	0.1178178762
468	0.1175662097
469	0.1174286976
470	0.1172899325
471	0.1170411002
472	0.1166338012
473	0.1163694789
474	0.1161749869
475	0.1159434965
476	0.1158083117
477	0.1154956634
478	0.1152431168
479	0.1149168835
480	0.1147262798
481	0.1144375069
482	0.1142293548
483	0.1140289857
484	0.1138236044
485	0.1136594303
486	0.1134315816
487	0.1132933464
488	0.113107448
489	0.1127964014
490	0.1126135122
491	0.1125711622
492	0.1123589359
493	0.112306656
494	0.11217241
495	0.1119566559
496	0.1117997429
497	0.1116561062
498	0.1114196336
499	0.1111453078
500	0.1109440303
501	0.1107655156
502	0.1105774517
503	0.1103427141
504	0.1102226744
505	0.1099899513
506	0.1097114752
507	0.1095455412
508	0.1093775669
509	0.1092493065
510	0.1090183238
511	0.1088609705
512	0.1086572475
513	0.1084847574
514	0.1082656107
515	0.1081435811
516	0.1079235524
517	0.107713537
518	0.1074699629
519	0.1071456508
520	0.1069859603
521	0.1068004428
522	0.1066369148
523	0.1064405822
524	0.1063374624
525	0.1062060218
526	0.1059809256
527	0.1057670964
528	0.1056274963
529	0.1054548032
530	0.1053771865
531	0.1052076831
532	0.1049140071
533	0.1048651718
534	0.1047293948
535	0.1045194614
536	0.1043755325
537	0.1040947633
538	0.1038050268
539	0.1036722973
540	0.1033955337
541	0.1032518176
542	0.1030925696
543	0.1029662516
544	0.1026689772
545	0.1024909334
546	0.1022812669
547	0.1020002579
548	0.1017941221
549	0.1014739243
550	0.1012654869
551	0.1009838667
552	0.1008595483
553	0.1007287157
554	0.1006817904
555	0.1003933202
556	0.1002630143
557	0.100054653
558	0.09986056129
559	0.09970802847
560	0.09954789228
561	0.09930919221
562	0.09914267034
563	0.09890749917
564	0.09872639573
565	0.09857959586
566	0.09842857669
567	0.09828039206
568	0.09809453679
569	0.09787311618
570	0.09766155085
571	0.09750967282
572	0.0973642769
573	0.09723282349
574	0.096990865
575	0.0967616251
576	0.09655271216
577	0.0963428124
578	0.09624925191
579	0.09606118654
580	0.09588341048
581	0.09576662143
582	0.09559954114
583	0.09540093006
584	0.09523183939
585	0.09503328043
586	0.09475710152
587	0.09460375241
588	0.09443234778
589	0.09429709249
590	0.0941278597
591	0.09398264442
592	0.09372635067
593	0.09368492584
594	0.09341467357
595	0.09329712381
596	0.09320630829
597	0.09304724484
598	0.09289441549
599	0.09276053077
600	0.09261433378
601	0.09232664128
602	0.09212274341
603	0.09197659994
604	0.09178000974
605	0.09169384151
606	0.09150215635
607	0.09138295295
608	0.09122608021
609	0.09100724633
610	0.09094489983
611	0.09080042339
612	0.09064217308
613	0.09038934399
614	0.09018039711
615	0.09011234826
616	0.08999590077
617	0.08985468355
618	0.08965584109
619	0.08945795174
620	0.08935738055
621	0.08920858893
622	0.0891318965
623	0.08888675789
624	0.08862381279
625	0.08852561827
626	0.088348373
627	0.08820630318
628	0.08805624735
629	0.08786693708
630	0.08770734326
631	0.08758079296
632	0.08749736625
633	0.08733996694
634	0.08720229188
635	0.08703479504
636	0.08685497719
637	0.08677738191
638	0.08655520464
639	0.08643389734
640	0.08636540441
641	0.08624435112
642	0.08612484077
643	0.08587055129
644	0.08574914771
645	0.08556404483
646	0.08543388171
647	0.08536159269
648	0.08532683821
649	0.08525155739
650	0.08505038627
651	0.08496497094
652	0.08494161042
653	0.08484619353
654	0.08465418804
655	0.08448089798
656	0.08443414881
657	0.08435286954
658	0.08420621901
659	0.08397389958
660	0.0838654118
661	0.08379095861
662	0.0836073354
663	0.08355530619
664	0.08336959468
665	0.08320241351
666	0.08297013458
667	0.08288241867
668	0.08271866153
669	0.08254768255
670	0.08229331477
671	0.08223908556
672	0.08220615507
673	0.08196619406
674	0.08185281859
675	0.08172739862
676	0.08158151123
677	0.08135446077
678	0.08127790158
679	0.0811386117
680	0.08099103093
681	0.08087487429
682	0.08071775886
683	0.08068902803
684	0.08043536416
685	0.0802790418
686	0.08011699783
687	0.07993160742
688	0.07981529215
689	0.0797284061
690	0.07960804
691	0.07948563806
692	0.07933843395
693	0.07920252244
694	0.07916332651
695	0.07900003728
696	0.07891244827
697	0.07878518755
698	0.07863221886
699	0.07850796109
700	0.07828031029
701	0.07816801575
702	0.07801850474
703	0.07794277971
704	0.07778102552
705	0.07772381458
706	0.07753929152
707	0.0774164754
708	0.07729633868
709	0.07719298642
710	0.07713953974
711	0.0770044559
712	0.07689059289
713	0.07671697866
714	0.07658502374
715	0.0764545529
716	0.07629403567
717	0.07617287844
718	0.07594040718
719	0.07584397183
720	0.07573250315
721	0.07557618007
722	0.07549191661
723	0.07542730958
724	0.07528472967
725	0.07510722201
726	0.07501279616
727	0.074922284
728	0.07483308206
729	0.07468207733
730	0.07457399715
731	0.0745422156
732	0.07439765585
733	0.07427187886
734	0.07417757374
735	0.07401567846
736	0.07390223747
737	0.0737138515
738	0.0735990349
739	0.07351195117
740	0.07347470686
741	0.07341961665
742	0.07330500641
743	0.07314831956
744	0.07302856809
745	0.07291479868
746	0.07274553325
747	0.07272388707
748	0.07255578006
749	0.07247708294
750	0.07228914016
751	0.07215549482
752	0.07204681718
753	0.07191501209
754	0.07183320469
755	0.07175525055
756	0.07167107673
757	0.07145582578
758	0.07127147514
759	0.07120511195
760	0.07105343646
761	0.07088374694
762	0.07072734915
763	0.07063159698
764	0.07053052633
765	0.07047670604
766	0.07034050139
767	0.07028630529
768	0.07016112719
769	0.0700473462
770	0.06990134216
771	0.06980522327
772	0.0696899894
773	0.06956245779
774	0.06939677823
775	0.06922253041
776	0.06909478013
777	0.06897756994
778	0.06892310877
779	0.06883331002
780	0.06878054448
781	0.06869059873
782	0.06858961534
783	0.0684563801
784	0.06830028342
785	0.06822120202
786	0.06807181867
787	0.06793005487
788	0.06782258519
789	0.06778419038
790	0.0677003296
791	0.06757033397
792	0.06751744313
793	0.06737880506
794	0.06722270562
795	0.06713767198
796	0.06704637063
797	0.06692863487
798	0.06682487212
799	0.06675384566
800	0.06663164142
801	0.06654134892
802	0.06639478954
803	0.06632909739
804	0.06621952773
805	0.06610636659
806	0.06596421554
807	0.06585143613
808	0.06582093224
809	0.06568700053
810	0.06557991424
811	0.06547175617
812	0.06535897634
813	0.06524177386
814	0.06513112381
815	0.06498735256
816	0.06487425851
817	0.0648411107
818	0.06470256263
819	0.06464097491
820	0.06454758838
821	0.06452761326
822	0.06439619578
823	0.06436340951
824	0.06422909917
825	0.064104027
826	0.0640379742
827	0.0639479888
828	0.06386228954
829	0.06377479445
830	0.06363578376
831	0.06350700403
832	0.06343462079
833	0.06326957718
834	0.06318250238
835	0.06312226914
836	0.0629664919
837	0.06294243391
838	0.06278850217
839	0.06274409873
840	0.06262225779
841	0.06249041622
842	0.06234737649
843	0.06223279235
844	0.0621148532
845	0.06207498144
846	0.06192122988
847	0.06176283583
848	0.06164410736
849	0.06156132447
850	0.06142306016
851	0.0613184214
852	0.06123402927
853	0.06122001592
854	0.06118079651
855	0.06110159895
856	0.0610068835
857	0.06084297932
858	0.06080030142
859	0.06071434976
860	0.06069279563
861	0.060600488
862	0.06049095252
863	0.06044603842
864	0.06040923016
865	0.06035948298
866	0.06025389399
867	0.06018484363
868	0.0600469988
869	0.05993478911
870	0.05985332701
871	0.0597235795
872	0.05969808945
873	0.05957260565
874	0.0595546818
875	0.05941279457
876	0.05926810171
877	0.05916707903
878	0.05910662739
879	0.05898699845
880	0.05895782636
881	0.05885568129
882	0.05873097195
883	0.05868466632
884	0.05860701356
885	0.05854730618
886	0.05845193782
887	0.05836497252
888	0.05835751032
889	0.05827330573
890	0.05823169149
891	0.05805475573
892	0.05803667555
893	0.05793346122
894	0.05780613389
895	0.05774264961
896	0.05760515413
897	0.05751771605
898	0.05742746804
899	0.05740937784
900	0.05728347472
901	0.05719701625
902	0.05714018408
903	0.05709675583
904	0.0570298506
905	0.05698820386
906	0.05688584837
907	0.05676009751
908	0.05675288495
909	0.05666038645
910	0.05664882196
911	0.05661574242
912	0.05652428382
913	0.05637815987
914	0.05635228302
915	0.0563054216
916	0.05620011608
917	0.05608339162
918	0.05599009905
919	0.05588424242
920	0.05576926864
921	0.05569826707
922	0.05554200007
923	0.05543662254
924	0.05542635668
925	0.05536771552
926	0.05524390546
927	0.05517159667
928	0.05505149658
929	0.05492565926
930	0.05478739339
931	0.05468857387
932	0.05462129451
933	0.05453957784
934	0.05445854144
935	0.05436292276
936	0.05427029775
937	0.05414210116
938	0.05411820964
939	0.05404389953
940	0.05395329534
941	0.0538724818
942	0.05382357464
943	0.05372723682
944	0.0536377368
945	0.05351958977
946	0.05351308068
947	0.05348930136
948	0.05340802105
949	0.05334657328
950	0.05322977131
951	0.05313753547
952	0.05305011034
953	0.05302949744
954	0.05292474199
955	0.05285395004
956	0.05273623471
957	0.05272673368
958	0.05266058563
959	0.05252250183
960	0.05244069562
961	0.05232273573
962	0.05226680923
963	0.05216425666
964	0.05206617968
965	0.0520248442
966	0.05196749102
967	0.05188306959
968	0.05173567772
969	0.05162870724
970	0.0515263624
971	0.05144943548
972	0.05134728954
973	0.05129099214
974	0.051192524
975	0.05106601462
976	0.05100520266
977	0.05094522672
978	0.0509311926
979	0.05079441976
980	0.05075106121
981	0.05066943935
982	0.05057156182
983	0.05049952082
984	0.0503893575
985	0.05033408604
986	0.05022738556
987	0.05013473081
988	0.05004067484
989	0.05001696748
990	0.04990790322
991	0.04984113955
992	0.04976274986
993	0.04966345256
994	0.04956238012
995	0.04948086195
996	0.0493632734
997	0.04925977205
998	0.04923260128
999	0.04916492064
